Age,Gender,City,Position ,Total_Y,Level,Num_Skill,Main_Tech,Current_Salary,Prev_Salary,Status,MaxComp_size,Company_type
34,Female,Berlin,Data Scientist,11,Senior,1,Python,60000,36000,Full-time,1000+,Production
33,Female,Berlin,Data Scientist,8,Senior,1,Python,77000,70000,Full-time,1000+,Production
35,Male,Berlin,Data Scientist,12,Senior,1,Python,77000,65000,Full-time,1000+,Startup
29,Male,Berlin,Data Scientist,5,Senior,1,Python,75000,75000,Full-time,1000+,Startup
36,Female,Berlin,Data Scientist,5,Senior,1,Python,87000,77000,Full-time,1000+,Production
33,Male,Berlin,Data Scientist,5,Team Lead,1,Python,150000,81000,Full-time,1000+,Production
31,Male,Berlin,Data Scientist,10,Team Lead,1,Python,115000,115000,Full-time,1000+,Production
38,Male,Berlin,Data Scientist,6,Team Lead,1,Python,110000,110000,Full-time,1000+,Production
30,Male,Berlin,Data Scientist,5,Team Lead,1,Python,90000,75000,Full-time,1000+,Production
25,Male,Berlin,Software Engineer,4,Middle,1,Python,60000,60000,Full-time,1000+,Startup
30,Female,Berlin,Software Engineer,4,Middle,1,Python,56000,55000,Full-time,1000+,Production
30,Male,Berlin,Software Engineer,8,Middle,1,Python,74000,72000,Full-time,1000+,Production
25,Female,Berlin,Software Engineer,2,Middle,1,Python,45000,12000,Full-time,1000+,Startup
35,Male,Berlin,Software Engineer,2,Middle,2,Python,50000,42000,Full-time,1000+,Production
28,Female,Berlin,Software Engineer,3,Middle,1,Python,65000,65000,Full-time,1000+,Production
40,Male,Berlin,Software Engineer,15,Senior,1,Python,80000,65000,Full-time,1000+,Production
31,Male,Berlin,Software Engineer,9,Senior,1,Python,90000,80000,Full-time,1000+,Production
43,Male,Berlin,Software Engineer,20,Senior,1,Python,79000,80000,Full-time,1000+,Production
38,Male,Berlin,Software Engineer,16,Senior,1,Python,65000,65000,Full-time,1000+,Production
34,Male,Berlin,Software Engineer,10,Senior,1,Python,85000,72000,Full-time,1000+,Production
41,Male,Berlin,Software Engineer,20,Senior,1,Python,93000,88000,Full-time,1000+,Production
33,Male,Berlin,Software Engineer,10,Senior,1,Python,80000,70000,Full-time,1000+,Production
31,Male,Berlin,Software Engineer,5,Senior,1,Python,77000,60000,Full-time,1000+,Production
30,Male,Berlin,Software Engineer,7,Senior,1,Python,49000,39000,Full-time,1000+,Startup
29,Male,Berlin,Software Engineer,6,Senior,1,Python,70000,0,Full-time,1000+,Production
36,Male,Berlin,Software Engineer,12,Senior,1,Python,100000,0,Full-time,1000+,Startup
41,Male,Berlin,Software Engineer,19,Team Lead,1,Python,95500,94000,Full-time,1000+,Production
31,Male,Berlin,Software Engineer,7,Team Lead,1,Python,80000,85000,Full-time,1000+,Production
31,Female,Berlin,Software Engineer,1,Junior,1,React,57000,54000,Full-time,1000+,E-commerce
35,Male,Berlin,Software Engineer,6,Middle,1,React,66500,0,Full-time,1000+,Production
29,Male,Berlin,Software Engineer,7,Senior,1,React,72000,63000,Full-time,1000+,Production
34,Female,Berlin,Data Scientist,6,Senior,1,Ruby,67500,61400,Full-time,1000+,Production
32,Male,Berlin,Software Engineer,5,Middle,1,Ruby,72000,60000,Full-time,1000+,Production
43,Male,Berlin,Software Engineer,20,Middle,1,Ruby,70000,70000,Full-time,1000+,Production
31,Male,Berlin,Software Engineer,4,Middle,1,Ruby,50000,50000,Full-time,1000+,Production
30,Male,Berlin,Software Engineer,7,Senior,1,Ruby,72000,66000,Full-time,1000+,Production
33,Male,Berlin,Software Engineer,13,Senior,1,Ruby,75000,68000,Full-time,1000+,Production
30,Male,Berlin,Software Engineer,10,Senior,1,Ruby,90000,0,Full-time,1000+,Production
33,Male,Berlin,Software Engineer,10,Senior,1,Ruby,68000,0,Full-time,1000+,Startup
26,Male,Berlin,Data Scientist,4,Middle,1,Scala,51000,46000,Full-time,1000+,Services
25,Male,Berlin,Data Scientist,5,Middle,1,Scala,65000,0,Full-time,1000+,Production
25,Male,Berlin,Data Scientist,3,Senior,1,Scala,65000,58000,Full-time,1000+,Production
35,Male,Berlin,Data Scientist,10,Team Lead,1,Scala,96000,80000,Full-time,1000+,Production
25,Male,Berlin,Software Engineer,6,Middle,1,Scala,65000,0,Full-time,1000+,Production
27,Male,Berlin,Software Engineer,5,Senior,1,Scala,78000,70000,Full-time,1000+,Startup
30,Male,Berlin,Software Engineer,8,Senior,1,Scala,80000,60000,Full-time,1000+,Production
37,Male,Berlin,Software Engineer,15,Senior,1,Scala,85000,100000,Full-time,1000+,Production
29,Male,Berlin,Software Engineer,10,Senior,1,Scala,78000,75000,Full-time,1000+,Startup
33,Male,Berlin,Software Engineer,11,Senior,1,Scala,154000,110000,Self-employed,1000+,Startup
32,Male,Berlin,Software Engineer,11,Senior,1,Scala,72500,70000,Full-time,1000+,Production
30,Male,Berlin,Software Engineer,9,Senior,1,Scala,75000,0,Full-time,1000+,Startup
30,Male,Berlin,Software Engineer,9,Senior,1,Scala,85000,82000,Full-time,1000+,Production
33,Male,Berlin,Software Engineer,11,Senior,1,Scala,107000,0,Full-time,1000+,Production
31,Male,Berlin,Software Engineer,9,Senior,1,scala,85000,82000,Full-time,1000+,Startup
25,Male,Berlin,Data Scientist,4,Middle,2,Spark,75000,0,Full-time,1000+,Startup
31,Female,Berlin,Data Scientist,4,Middle,1,Spark,50500,49000,Full-time,1000+,Production
23,Female,Berlin,Data Scientist,1,Junior,1,SQL,36000,36000,Full-time,1000+,Startup
28,Male,Berlin,Data Scientist,4,Junior,1,SQL,55000,0,Full-time,1000+,Production
28,Female,Berlin,Data Scientist,6,Senior,1,SQL,70000,0,Full-time,1000+,Production
33,Male,Berlin,Software Engineer,10,Middle,1,Swift,67000,66000,Full-time,1000+,Production
26,Male,Berlin,Software Engineer,5,Middle,1,Swift,71000,65000,Full-time,1000+,Production
25,Male,Berlin,Software Engineer,2,Middle,3,Swift,44000,43000,Full-time,1000+,Production
29,Male,Berlin,Software Engineer,6,Middle,1,Swift,70000,0,Full-time,1000+,Production
24,Male,Berlin,Software Engineer,3,Middle,2,Swift,70000,0,Full-time,1000+,Production
30,Male,Berlin,Software Engineer,3,Senior,1,Swift,58000,52000,Full-time,1000+,Startup
38,Male,Berlin,Software Engineer,10,Senior,1,Swift,70000,70000,Full-time,1000+,Production
31,Male,Berlin,Software Engineer,10,Senior,1,Swift,80000,64000,Full-time,1000+,Production
37,Male,Berlin,Software Engineer,17,Senior,1,Swift,77000,71000,Full-time,1000+,Production
33,Male,Berlin,Software Engineer,8,Senior,1,Swift,75000,75000,Full-time,1000+,Production
32,Male,Berlin,Software Engineer,8,Senior,1,Swift,75000,70000,Full-time,1000+,Production
28,Male,Berlin,Software Engineer,5,Team Lead,1,Swift,70800,0,Full-time,1000+,Services
36,Male,Berlin,Software Engineer,7,Team Lead,2,Swift,80000,0,Full-time,1000+,Production
30,Female,Berlin,Data Scientist,5,Middle,1,TypeScript,54000,0,Full-time,1000+,Production
26,Male,Berlin,Software Engineer,2,Middle,1,TypeScript,58000,0,Full-time,1000+,Services
30,Male,Berlin,Software Engineer,9,Middle,2,TypeScript,77000,74000,Full-time,1000+,Production
27,Female,Berlin,Software Engineer,3,Middle,1,Others,60000,0,Full-time,1000+,Production
24,Female,Berlin,Software Engineer,2,Middle,1,Others,58000,0,Full-time,1000+,Services
30,Male,Berlin,Software Engineer,7,Middle,1,Others,80000,0,Full-time,1000+,Startup
24,Male,Berlin,Software Engineer,5,Senior,1,Typescript,65000,65000,Full-time,1000+,Production
34,Male,Berlin,Software Engineer,14,Senior,1,Typescript,70000,0,Full-time,1000+,Startup
36,Male,Berlin,Software Engineer,10,Senior,1,typescript,88000,80000,Full-time,1000+,Production
31,Male,Berlin,Software Engineer,8,Senior,1,Typescript,60000,55000,Full-time,1000+,Production
30,Male,Berlin,Software Engineer,11,Senior,1,Typescript,74000,72000,Full-time,1000+,Production
31,Male,Berlin,Software Engineer,8,Senior,1,Typescript,80000,0,Full-time,1000+,Production
34,Male,Berlin,Software Engineer,13,Senior,1,Others,103000,90000,Full-time,1000+,Production
38,Female,Berlin,Software Engineer,12,Senior,1,Others,70000,63000,Full-time,1000+,Production
33,Male,Berlin,Software Engineer,10,Senior,1,Others,90000,80000,Full-time,1000+,Production
32,Male,Berlin,Software Engineer,10,Team Lead,1,TypeScript,120000,90000,Self-employed,1000+,E-commerce
51,Male,Berlin,Software Engineer,30,Senior,3,VB,60000,50000,Full-time,1000+,Services
42,Male,Berlin,Software Engineer,22,Team Lead,1,Yaml,70000,0,Full-time,1000+,Startup
33,Male,Berlin,Software Engineer,15,Senior,1,Java,150000,0,Full-time,1000+,Production
28,Male,Berlin,Software Engineer,8,Senior,1,JavaScript,68000,0,Full-time,1000+,Production
28,Male,Berlin,Software Engineer,6,Senior,1,JavaScript,66000,0,Full-time,1000+,Production
33,Male,Berlin,Software Engineer,10,Senior,1,PHP,75000,0,Full-time,1000+,Production
41,Male,Berlin,UI/UX Designer,20,Senior,1,PHP,36000,0,Self-employed,1000+,Production
27,Male,Berlin,Data Scientist,5,Senior,1,Python,70000,0,Self-employed,1000+,Production
30,Male,Bielefeld,Software Engineer,5,Junior,1,C++,55000,0,Full-time,1000+,Production
40,Male,Bodensee,Admin,17,Team Lead,3,Linux,81000,81000,Full-time,1000+,Production
33,Male,Boeblingen,Software Engineer,14,Senior,1,Golang,70000,0,Full-time,1000,Production
24,Male,Boeblingen,Software Engineer,1,Junior,1,Java,48000,48000,Full-time,1000+,Production
31,Male,Boeblingen,Data Scientist,6,Senior,1,Python,53000,53000,Full-time,1000+,Services
36,Male,Bonn,Software Engineer,15,Junior,2,Jenkins,52500,0,Full-time,1000+,Production
29,Male,Bonn,Software Engineer,5,Middle,1,Objective-C,55000,55000,Full-time,1000+,Production
29,Male,Bonn,Data Scientist,2,Middle,1,Python,55200,50000,Full-time,1000+,Production
40,Male,Braunschweig ,Admin,11,Senior,3,SAP,75000,72000,Full-time,1000+,Fintech
33,Female,Brunswick,Software Engineer,6,Middle,1,C++,58000,53000,Full-time,1000+,Production
28,Male,Brussels,Software Engineer,3,Middle,1,C++,45000,45000,Full-time,10,Startup
25,Male,Brussels ,Data Scientist,1,Junior,1,Python,38000,0,Full-time,1000+,Services
27,Male,Bucharest,Data Scientist,1,Junior,1,JavaScript,11000,0,Self-employed,10,Startup
25,Female,Cambridge,Software Engineer,4,Middle,2,JavaScript,45000,0,Full-time,1000,Production
34,Male,City in Russia,Software Engineer,14,Team Lead,1,Haskell,100000,80000,Full-time,100,Production
38,Male,Cologne,Software Engineer,15,Senior,1,C#,59000,0,Full-time,10,Production
29,Female,Cologne,Data Scientist,1,Middle,1,Julia,50000,500000000,Full-time,10,Startup
25,Male,Cologne,Data Scientist,2,Middle,2,Natural Language Programming,51000,0,Full-time,10,Startup
39,Male,Cologne,Admin,12,Senior,1,PHP,75000,75000,Full-time,10,Startup
30,Male,Cologne,Data Scientist,5,Middle,1,Python,69000,63000,Full-time,10,Production
28,Male,Cologne,Data Scientist,8,Senior,1,SQL,60000,0,Full-time,10,Services
32,Male,Cologne,Software Engineer,10,Middle,1,Bash,55000,0,Full-time,1000,Production
35,Male,Cologne,Software Engineer,14,Senior,1,C++,72000,70000,Full-time,1000,Production
28,Male,Cologne,Software Engineer,4,Middle,1,Java,44000,44000,Full-time,1000,Production
28,Male,Cologne,Software Engineer,5,Middle,1,Java,50000,50000,Full-time,1000,Production
32,Male,Cologne,Software Engineer,7,Middle,1,Kotlin,60000,70000,Full-time,1000,Production
38,Male,Cologne,Software Engineer,11,Senior,1,PHP,55000,55000,Full-time,1000,Production
43,Male,Cologne,Software Engineer,10,Senior,1,PHP,57600,57600,Full-time,1000,Production
34,Male,Cologne,Admin,14,Team Lead,1,C#,84000,72000,Full-time,1000+,Production
27,Male,Cologne,Software Engineer,1,Junior,1,C++,45000,45000,Full-time,1000+,Production
22,Diverse,Cologne,Data Scientist,1,Senior,1,Cobol,159000,98000,Full-time,1000+,Production
24,Male,Cologne,Data Scientist,1,Junior,1,Python,57600,48000,Full-time,1000+,Services
32,Female,Cologne,Data Scientist,4,Senior,1,Python,85000,76000,Full-time,1000+,E-commerce
30,Female,Cologne,Data Scientist,8,Senior,3,Python,85000,83200,Full-time,1000+,Services
21,Female,Cologne,Software Engineer,2,Middle,1,Others,50000,0,Self-employed,1000+,Production
32,Male,Copenhagen,Data Scientist,6,Senior,1,Python,92000,90000,Full-time,10,Startup
29,Male,Cracovia,Software Engineer,2,Middle,1,JavaScript,18700,16000,Full-time,1000+,Production
30,Male,Cracow,Data Scientist,7,Senior,1,SQL,68500,0,Full-time,100,Services
40,Male,Cupertino,Software Engineer,20,Team Lead,1,Swift,250000,230000,Full-time,1000+,Production
35,Male,Düsseldorf,Data Scientist,3,Middle,1,Python,68000,60000,Full-time,100,E-commerce
32,Male,Düsseldorf,Software Engineer,11,Senior,1,.NET,60000,47000,Full-time,1000+,Services
29,Male,Düsseldorf,Data Scientist,1,Junior,1,Python,45000,0,Full-time,1000+,Services
38,Female,Düsseldorf,Data Scientist,14,Middle,1,R,70000,70000,Full-time,1000+,Production
29,Male,Düsseldorf,Software Engineer,6,Middle,1,TypeScript,55000,0,Full-time,1000+,Production
39,Male,Düsseldorf ,Admin,12,Senior,1,PHP,65000,58000,Full-time,1000+,Services
30,Female,Düsseldorf ,Data Scientist,2,Junior,1,R,45000,0,Full-time,1000+,Production
35,Male,Darmstadt,Data Scientist,4,Senior,1,Python,67000,60000,Full-time,100,Production
29,Male,Darmstadt,Data Scientist,5,Middle,1,Python,65000,55000,Full-time,1000,Production
29,Male,Darmstadt,Data Scientist,5,Middle,1,Python,65000,55000,Full-time,1000,Production
42,Male,Den Haag,Software Engineer,20,Senior,1,.NET,75000,75000,Full-time,1000,Production
36,Male,Dortmund,Software Engineer,8,Senior,1,Kotlin,83000,81000,Full-time,1000+,Production
38,Male,Dresden,Software Engineer,10,Team Lead,3,Golang,62000,0,Full-time,100,Production
23,Male,Dublin,Data Scientist,3,Senior,1,Python,49200,44500,Full-time,1000+,Production
38,Male,Dublin ,Software Engineer,16,Senior,1,Swift,85000,85000,Full-time,1000,Production
35,Male,Duesseldorf,Software Engineer,17,Senior,1,Linux,85000,68000,Full-time,1000+,Services
26,Female,Dusseldorf,Data Scientist,5,Middle,1,ABAP,65000,46000,Full-time,10,Startup
31,Male,Dusseldorf,Software Engineer,7,Senior,1,C++,50400,50000,Full-time,1000+,Production
33,Male,Dusseldorf,Data Scientist,2,Team Lead,1,Spark,70000,60000,Full-time,1000+,Production
35,Male,Dusseldorf ,Admin,5,Senior,1,Others,56000,54000,Full-time,1000,Production
33,Male,Dusseldorf ,Admin,6,Senior,1,Others,70000,0,Full-time,1000,Production
33,Male,Dusseldorf ,Admin,6,Senior,1,Others,70000,0,Full-time,1000,Production
27,Male,Dusseldurf,Software Engineer,2,Middle,1,PHP,50000,0,Full-time,1000,Production
26,Male,Eindhoven,Data Scientist,3,Middle,1,Python,48000,42000,Full-time,1000,Production
22,Female,Eindhoven,Software Engineer,2,Junior,1,JavaScript,24000,0,Full-time,1000+,Production
36,Female,Erlangen,Admin,14,Middle,1,Others,62000,36000,Full-time,1000+,Production
34,Male,France,Data Scientist,11,Senior,1,Python,80000,0,Full-time,1000+,Services
33,Male,Frankfurt,Software Engineer,10,Senior,1,.NET,26400,0,Self-employed,10,Startup
27,Male,Frankfurt,Software Engineer,5,Middle,2,C#,48000,45000,Full-time,10,Services
36,Male,Frankfurt,Software Engineer,16,Middle,1,.NET,65000,65000,Full-time,100,Services
35,Female,Frankfurt,Software Engineer,1,Junior,1,ABAP,50000,50000,Full-time,100,Services
35,Male,Frankfurt,Software Engineer,15,Senior,1,C,63000,63000,Full-time,100,Production
32,Male,Frankfurt,Software Engineer,7,Senior,2,C,70000,0,Full-time,100,Production
35,Male,Frankfurt,Software Engineer,4,Middle,1,Java,42000,42000,Full-time,100,Services
35,Male,Frankfurt,Software Engineer,12,Senior,1,Java,66000,66000,Full-time,100,Services
24,Male,Frankfurt,Software Engineer,3,Middle,1,JavaScript,44000,44000,Full-time,100,Production
31,Male,Frankfurt,Data Scientist,6,Senior,1,Python,60000,0,Full-time,100,Services
26,Male,Frankfurt,Software Engineer,3,Middle,1,Python,48000,0,Full-time,100,Services
38,Male,Frankfurt,Admin,16,Team Lead,1,.NET,99000,0,Full-time,1000,Fintech
26,Male,Frankfurt,Software Engineer,7,Senior,1,Java,65000,0,Full-time,1000,Production
35,Male,Frankfurt,Software Engineer,10,Senior,1,Java,60000,60000,Full-time,1000,Services
26,Male,Frankfurt,Admin,4,Middle,1,JavaScript,65000,55000,Full-time,1000,Services
35,Male,Frankfurt,Admin,12,Senior,1,Others,100000,0,Full-time,1000,Fintech
36,Male,Frankfurt,Data Scientist,9,Senior,1,Others,64000,60000,Full-time,1000,Services
30,Male,Frankfurt,Data Scientist,3,Middle,1,Python,65000,47000,Full-time,1000,Research Institute
32,Male,Frankfurt,Software Engineer,10,Senior,1,Python,68500,68500,Full-time,1000,Production
33,Male,Frankfurt,Software Engineer,10,Senior,1,Python,65000,60000,Full-time,1000,Production
44,Male,Frankfurt,Software Engineer,10,Senior,2,SAP,75000,73000,Full-time,1000,Production
30,Female,Frankfurt,Data Scientist,6,Senior,1,Bash,70000,70000,Full-time,1000+,Fintech
35,Male,Frankfurt,Admin,6,Senior,1,C,90000,88000,Full-time,1000+,Production
46,Male,Frankfurt,Software Engineer,23,Senior,1,C#,90000,76000,Full-time,1000+,Services
33,Male,Frankfurt,Software Engineer,8,Senior,1,C#,67000,63500,Full-time,1000+,Production
28,Male,Frankfurt,Software Engineer,8,Team Lead,1,C#,25000,25000,Full-time,1000+,Startup
36,Male,Frankfurt,Software Engineer,14,Senior,1,C++,81500,78500,Full-time,1000+,Production
38,Male,Frankfurt,Data Scientist,6,Senior,1,DC,68000,65000,Full-time,1000+,Production
22,Male,Frankfurt,Software Engineer,2,Junior,1,Java,45000,37000,Full-time,1000+,Fintech
33,Male,Frankfurt,Software Engineer,4,Middle,1,Java,50000,0,Full-time,1000+,Services
25,Female,Frankfurt,Software Engineer,3,Middle,1,Java,53000,48000,Full-time,1000+,Production
40,Male,Frankfurt,Software Engineer,22,Senior,1,Java,72000,45000,Full-time,1000+,Production
35,Male,Frankfurt,Software Engineer,6,Senior,1,JavaScript,80000,0,Full-time,1000+,Production
28,Male,Frankfurt,Software Engineer,7,Senior,1,JavaScript,80000,76000,Full-time,1000+,Startup
35,Male,Frankfurt,Data Scientist,12,Senior,1,Machine Learning,120000,90000,Full-time,1000+,Production
27,Male,Frankfurt,Admin,5,Middle,1,Others,73000,65000,Full-time,1000+,E-commerce
31,Male,Frankfurt,Admin,8,Team Lead,1,Others,110000,0,Self-employed,1000+,Production
31,Female,Frankfurt,Software Engineer,2,Junior,1,Others,50000,0,Full-time,1000+,Services
33,Male,Frankfurt,Data Scientist,6,Middle,1,Python,85000,78000,Full-time,1000+,Production
30,Male,Frankfurt,Data Scientist,5,Middle,1,Python,52500,52500,Full-time,1000+,Startup
25,Male,Frankfurt,Software Engineer,2,Junior,1,Python,65000,0,Full-time,1000+,Services
27,Male,Frankfurt,Software Engineer,3,Middle,1,Qlik,52000,0,Full-time,1000+,Production
28,Male,Frankfurt,Software Engineer,5,Senior,1,Swift,50000,50000,Full-time,1000+,Services
45,Female,Frankfurt,Software Engineer,6,Senior,1,Typescript,55000,0,Full-time,1000+,Production
33,Male,Frankfurt,Software Engineer,18,Senior,1,Others,81000,0,Full-time,1000+,Production
42,Male,Friedrichshafen,Software Engineer,20,Senior,1,C++,70000,0,Full-time,1000,Production
47,Male,Hamburg,Software Engineer,22,Senior,1,C++,46000,46000,Full-time,10,Production
31,Male,Hamburg,Data Scientist,9,Middle,1,Python,50000,48000,Self-employed,10,Production
27,Male,Hamburg,Software Engineer,1,Junior,1,Python,50000,0,Full-time,10,Startup
33,Male,Hamburg,Software Engineer,12,Senior,1,Java,80000,80000,Self-employed,10,Services
27,Male,Hamburg,Software Engineer,3,Middle,1,.NET,10001,0,Part-time ,50,Services
25,Male,Hamburg,Software Engineer,1,Junior,1,C#,43500,0,Full-time,100,Startup
38,Male,Hamburg,Software Engineer,12,Senior,1,Java,73000,72000,Full-time,100,Production
36,Male,Hamburg,Software Engineer,10,Senior,2,Java,82000,78000,Full-time,100,Production
35,Male,Hamburg,Software Engineer,13,Team Lead,2,Scala,95000,90000,Full-time,100,Startup
30,Male,Hamburg,Software Engineer,6,Middle,1,.NET,60000,0,Full-time,1000,Production
32,Female,Hamburg,Data Scientist,2,Junior,4,AWS,52500,52500,Full-time,1000,Services
34,Male,Hamburg,Software Engineer,8,Senior,1,Embedded,67500,0,Full-time,1000,Production
37,Female,Hamburg,Admin,7,Middle,1,Java,46000,45000,Full-time,1000,Production
32,Male,Hamburg,Software Engineer,12,Senior,1,Java,66300,65000,Full-time,1000,Production
32,Male,Hamburg,Software Engineer,14,Team Lead,1,Java,80000,70000,Full-time,1000,Startup
30,Male,Hamburg,Software Engineer,7,Senior,1,JavaScript,55000,0,Full-time,1000,Production
32,Male,Hamburg,Admin,7,Senior,1,Others,85000,85000,Full-time,1000,Production
27,Female,Hamburg,Data Scientist,6,Senior,1,Others,50000,0,Full-time,1000,Production
32,Male,Hamburg,Data Scientist,4,Middle,4,Python,37500,34000,Full-time,1000,Services
30,Male,Hamburg,Data Scientist,5,Middle,1,Python,55000,55000,Full-time,1000,Production
33,Male,Hamburg,Software Engineer,10,Senior,1,Ruby,75000,70000,Full-time,1000,Production
28,Male,Hamburg,Software Engineer,7,Senior,1,Scala,80000,0,Full-time,1000,Production
26,Male,Hamburg,Software Engineer,7,Senior,1,TypeScript,72000,0,Full-time,1000,Services
25,Male,Hamburg,Software Engineer,5,Middle,1,Java,53500,50000,Full-time,1000+,Production
37,Male,Hamburg,Software Engineer,15,Senior,1,Java,70000,60000,Full-time,1000+,Startup
33,Male,Hamburg,Software Engineer,11,Senior,1,Java,65000,0,Full-time,1000+,Production
30,Female,Hamburg,Software Engineer,5,Senior,1,Java,70000,0,Full-time,1000+,Production
30,Female,Hamburg,Software Engineer,5,Senior,1,Java,70000,0,Full-time,1000+,Production
25,Male,Hamburg,Data Scientist,2,Middle,1,Python,48000,43200,Full-time,1000+,Production
36,Male,Hamburg,Data Scientist,2,Middle,1,Python,63000,55000,Full-time,1000+,Production
25,Male,Hamburg,Data Scientist,2,Middle,1,Python,60000,48000,Full-time,1000+,Production
31,Male,Hamburg,Data Scientist,6,Middle,1,Python,57000,0,Full-time,1000+,Production
30,Male,Hamburg,Data Scientist,5,Senior,1,Python,80000,70000,Full-time,1000+,Startup
42,Male,Hamburg,Data Scientist,2,Senior,1,Python,80000,65000,Full-time,1000+,E-commerce
31,Male,Hamburg,Data Scientist,3,Team Lead,1,Python,70000,65000,Full-time,1000+,Startup
39,Male,Hamburg,Data Scientist,10,Senior,1,R,80000,80000,Full-time,1000+,Services
25,Female,Hamburg,Admin,1,Junior,1,Ruby,12000,12000,working student,1000+,Production
29,Male,Hamburg,Software Engineer,7,Middle,1,Ruby,60350,58000,Full-time,1000+,Production
33,Diverse,Hamburg,Software Engineer,1,Middle,1,Scala,130000,0,Full-time,1000+,Production
33,Male,Hamburg,Software Engineer,10,Senior,1,Others,61000,60000,Full-time,1000+,Production
30,Male,Hannover,Software Engineer,5,Middle,1,Python,45000,45000,Full-time,10,Startup
34,Male,Hannover,Software Engineer,12,Senior,1,Others,56000,56000,Full-time,10,Production
26,Female,Hannover,Data Scientist,2,Middle,2,Tricentis,32000,0,Full-time,1000+,E-commerce
33,Male,Heidelberg,Software Engineer,11,Senior,1,Python,80000,0,Full-time,1000,Research Institute
30,Male,Heidelberg,Software Engineer,9,Senior,1,.NET,60000,55000,Full-time,1000+,Research Institute
30,Male,Heidelberg,Software Engineer,9,Senior,1,.NET,60000,55000,Full-time,1000+,Research Institute
37,Male,Heidelberg,Software Engineer,15,Senior,1,ABAP,67500,65000,Full-time,1000+,Production
32,Female,Heidelberg ,Software Engineer,8,Middle,1,Others,60000,0,Full-time,1000,Production
33,Male,Heilbronn,Admin,7,Team Lead,1,C++,90000,104000,Full-time,1000+,Production
31,Male,Helsinki,Software Engineer,5,Middle,1,Java,59064,0,Full-time,100,Production
29,Male,Helsinki,Software Engineer,7,Senior,1,Kotlin,64000,0,Full-time,100,Services
35,Male,Helsinki,Software Engineer,11,Senior,1,Python,66000,53000,Full-time,1000,Production
29,Male,Helsinki,Software Engineer,10,Senior,1,TypeScript,60000,0,Full-time,1000,Production
40,Male,Hildesheim,Software Engineer,16,Senior,1,C++,72000,70000,Full-time,1000+,Production
34,Female,Hildesheim ,Data Scientist,11,Senior,1,Software Quality Assurance,60000,60000,Full-time,1000+,Production
35,Male,Ingolstadt,Software Engineer,10,Team Lead,1,Magento,65000,60000,Full-time,1000+,Startup
56,Male,Ingolstadt,Software Engineer,9,Senior,1,R,75000,0,Full-time,1000+,Production
34,Male,Ingolstadt ,Software Engineer,3,Junior,1,C++,55000,53000,Full-time,1000+,Services
32,Male,Innsbruck,Data Scientist,3,Senior,1,Python,62000,62000,Full-time,1000+,Production
22,Male,Istanbul,Software Engineer,3,Middle,1,PHP,10001,0,Self-employed,10,Startup
30,Female,Jena,Software Engineer,4,Middle,1,JavaScript,54000,0,Full-time,1000,Research Institute
38,Male,Karlsruhe,Data Scientist,7,Middle,1,Python,54500,54500,Full-time,1000+,Services
35,Male,Karlsruhe,Software Engineer,12,Senior,2,.NET,75000,75000,Full-time,1000+,Production
26,Male,Karlsruhe,Software Engineer,5,Junior,1,Others,55000,52000,Full-time,1000+,Services
40,Male,Karlsruhe,Admin,20,Team Lead,1,C#,85000,80000,Full-time,1000+,Services
28,Male,Karlsruhe,Software Engineer,7,Senior,1,Java,66000,66000,Full-time,1000+,Production
30,Female,Karlsruhe,Admin,8,Middle,1,Others,57760,0,Full-time,1000+,Production
29,Male,Karlsruhe,Software Engineer,6,Senior,5,PHP,64800,58800,Full-time,1000+,Startup
33,Male,Karlsruhe ,Software Engineer,8,Team Lead,1,Python,65000,70400,Part-time ,10,Production
32,Female,Kempten,Software Engineer,10,Middle,1,C#,49000,0,Full-time,100,Production
30,Male,Kiev,Software Engineer,8,Middle,1,Web Programming,27000,27000,Full-time,100,Production
38,Male,Koblenz,Admin,20,Senior,1,Others,44000,42000,Full-time,1000+,Fintech
35,Male,Konstanz,Data Scientist,10,Middle,1,Python,65000,65000,Full-time,100,Production
29,Male,Konstanz area,Software Engineer,6,Middle,1,Android,53000,53000,Full-time,1000+,Startup
27,Male,Krakow,Data Scientist,5,Senior,1,Java,35000,35000,Full-time,1000,Production
44,Male,Kyiv,Data Scientist,15,Senior,1,UML,60000,0,Self-employed,1000,Services
28,Male,Kyiv,Software Engineer,5,Senior,1,Swift,45000,30000,Full-time,1000+,Production
33,Male,Labeck,Software Engineer,10,Middle,1,C#,55000,0,Full-time,1000,Production
34,Male,Leipzig,Software Engineer,14,Senior,1,Android,60000,52000,Full-time,1000,Services
33,Male,Leipzig,Software Engineer,5,Middle,1,JavaScript,40800,0,Full-time,1000,Production
26,Male,Lisbon,Software Engineer,4,Middle,1,JavaScript,21000,19000,Full-time,100,Production
27,Female,Lisbon,Software Engineer,3,Middle,1,Java,17500,16000,Full-time,1000+,Services
48,Male,London,Data Scientist,23,Senior,1,Services,110000,0,Self-employed,10,Services
26,Male,London,Software Engineer,3,Middle,3,Networking,37000,0,Full-time,100,Production
28,Male,London,Software Engineer,8,Senior,1,.NET,75000,0,Full-time,1000,Production
26,Male,London,Software Engineer,8,Senior,2,TypeScript,105000,85000,Full-time,1000+,Startup
29,Male,London,Software Engineer,9,Senior,1,Typescript,113000,0,Full-time,1000+,Services
